(7, 0.09)	
(8, 0.02)	
(9, 0.09)	
(10, 0.01)	
(11, 1.43)
(12, 5.18)	
(1, 7.03)	
(2, 0.98)	
(3, 6.83)	
(4, 1.46)	
(5, 0.15)	
(6, 0.01)
